year,10451,10452,10453,10454,10455,10456,10457,10458,10459,10460,10461,10462,10463,10464,10465,10466,10467,10468,10469,10470,10471,10472,10473,10474,10475
2005,1119520.82,1184700.09,637575.27,505340.76,561333.51,588633.89,771477.87,767353.79,535687.45,553193.57,671470.07,556909.77,390807.76,616567.78,498005.29,462430.95,766397.26,555924.02,597859.1,559641.55,446064.56,617507.26,511436.24,764162.22,530869.32
2006,658789.97,1260364.74,1092869.76,940354.42,958092.27,700871.89,785643.0,777434.92,635125.42,823305.08,610472.45,380370.24,541864.55,542992.48,517772.48,467544.53,639254.5,824660.89,531792.18,456441.68,489012.91,700887.82,426130.95,877457.95,490449.72
2007,826051.04,2056099.44,1422272.07,933772.1,976176.52,939304.09,1356937.51,1267196.71,635064.78,1038136.37,705497.77,485127.56,442218.25,758418.6,502543.97,658962.54,803096.78,1264420.4,868604.99,550425.83,618900.85,631096.65,991650.46,1859403.34,1059834.46
2008,879001.77,938880.24,1441459.69,2122208.73,854984.28,799808.92,1043944.57,1358014.39,562900.38,713924.81,898390.64,314906.04,638585.43,482956.74,522401.22,588328.59,807357.45,1253323.65,503836.04,484691.11,513572.02,926073.96,550330.64,858958.06,513933.33
2009,496614.6,868345.12,1177217.29,1398647.0,1364590.32,445331.31,651682.63,627871.63,910988.86,603658.01,457220.37,512702.77,400312.58,607462.0,431168.59,401781.79,553754.94,858510.79,457200.99,488937.93,436460.63,694402.93,378440.58,1727334.77,387527.38
2010,1173606.72,2537463.39,1447691.44,1178935.48,1049722.24,1293045.98,1803631.28,1163203.9,397222.92,871719.63,584842.65,381114.64,763750.13,492738.97,550522.87,511851.17,554030.08,1437202.85,398861.91,458854.05,574807.76,559954.78,356396.36,813704.31,617000.0
2011,1190421.15,2711171.03,1533763.39,1381881.09,1391026.72,1160952.48,532801.69,986291.18,924709.93,1332240.99,463961.04,638811.86,480677.59,473794.36,554569.95,588136.53,654090.06,1374079.8,380361.71,660756.84,678783.56,883173.17,369436.35,780954.7,329250.0
2012,3377835.81,1590551.7,3276456.3,2254768.12,1318243.02,1297169.7,1002574.69,1399322.99,1115932.15,769570.73,573052.54,728875.17,530962.96,379470.74,555539.48,533741.37,1034944.19,1794666.42,638806.99,446763.04,518846.49,561466.5,603889.44,1294951.0,596977.38
2013,1241225.4,2127037.24,2371710.94,1126103.96,1413081.89,1751449.52,1144559.47,2718691.29,1610055.43,1195996.72,545063.14,593758.17,564197.97,448932.29,410910.86,567980.79,836610.78,1260830.66,401565.3,391653.21,507675.98,817309.34,647271.86,1212137.67,1105333.33
2014,1061126.82,2142755.1,1671232.83,1926877.88,2527667.7,1904395.39,2210661.11,1951347.0,964498.71,1641813.63,804476.06,938454.95,532084.94,535222.25,476839.37,537418.35,979962.52,2475398.1,460011.27,674184.17,494603.95,595784.53,434462.41,2908729.1,278552.4
2015,1537624.82,1721748.27,2906118.55,1520042.77,1394497.23,964677.15,1764465.18,1570087.13,759270.17,1035845.62,1865808.9,560380.38,896031.9,517726.17,606011.07,640598.43,1213125.73,1722885.99,448134.68,423398.48,952220.81,851045.62,879390.85,1429894.36,520711.0
2016,1271318.28,3303259.86,1503466.19,1924029.8,1297872.89,1394628.34,1390496.92,1735326.74,1616985.74,839150.85,839641.94,354566.58,681223.8,483215.67,460121.62,503348.25,1047006.99,2830159.82,458345.16,617355.34,579491.09,719828.93,1209770.59,2206852.19,2129468.89
2017,3239340.5,3057918.65,2089758.75,1663995.41,2071312.21,1349525.2,1475246.6,1529724.0,642289.44,1163292.26,543492.99,421504.6,771417.57,602780.21,727915.21,525755.58,687506.32,1189651.89,485442.32,531289.86,657317.59,753422.67,920307.81,2282819.0,1104341.8
2018,1594457.32,2842529.7,2848979.31,3504635.2,2307103.61,1227273.42,1271094.26,1969627.51,1066711.14,1301903.28,1048866.27,430552.23,636734.95,541532.28,544306.43,548262.11,880730.36,1160615.14,620565.8,623982.74,522004.76,746339.79,472767.32,1358817.58,757847.4
2019,3541543.15,3758228.28,760780.47,3329008.94,1545420.61,2416159.26,1445798.6,1695379.53,2396150.94,903096.2,861793.19,556190.69,645898.81,581642.13,551595.84,556397.53,1033915.12,1038080.78,605008.48,1363654.52,525147.52,1013247.24,1005375.47,6211315.25,522593.75
